tiempo[ms]V_Panel[V]	I_Panel[A]	R_Carga[Ohms]	P_Panel[W]	G[W/m2]	T[°C]	Load[%]							
17371	43.4		9.9		4.4		430.5		800		25.0		95.0
load=95.0													
17882	43.2		9.9		4.4		429.1		800		25.0		95.0
load=95.0													
18393	43.1		9.9		4.3		426.7		800		25.0		95.0
load=95.0													
18904	43.2		9.9		4.4		428.2		800		25.0		95.0
load=95.0													
19415	42.9		9.9		4.3		426.2		800		25.0		95.0
load=95.0													
19926	44.0		9.9		4.4		436.3		800		25.0		95.0
load=95.0													
20437	43.1		9.9		4.3		427.3		800		25.0		95.0
load=95.0													
20948	42.5		9.9		4.3		421.5		800		25.0		95.0
load=95.0													
21459	42.8		9.9		4.3		424.7		800		25.0		95.0
load=95.0													
21970	42.8		9.9		4.3		424.1		800		25.0		95.0
load=95.0													
22481	41.9		9.9		4.2		415.4		800		25.0		95.0
load=95.0													
22992	43.4		9.9		4.4		430.5		800		25.0		95.0
load=95.0													
23503	42.9		9.9		4.3		425.5		800		25.0		95.0
load=95.0													
24014	43.1		9.9		4.3		427.0		800		25.0		95.0
load=95.0													
24525	41.9		9.9		4.2		415.4		800		25.0		95.0
load=95.0													
25036	43.5		9.9		4.4		431.7		800		25.0		95.0
load=95.0													
25547	42.9		9.9		4.3		425.5		800		25.0		95.0
load=95.0													
26058	43.2		9.9		4.4		428.1		800		25.0		95.0
load=95.0													
26569	43.1		9.9		4.3		427.3		800		25.0		95.0
load=95.0													
27080	42.5		9.9		4.3		420.9		800		25.0		95.0
load=95.0													
27591	42.6		9.9		4.3		423.9		800		25.0		95.0
load=95.0													
28102	43.2		9.9		4.4		428.8		800		25.0		95.0
load=95.0													
28613	42.8		9.9		4.3		424.1		800		25.0		95.0
load=95.0													
29124	42.3		9.9		4.3		419.7		800		25.0		95.0
load=95.0													
29635	42.3		9.9		4.3		419.7		800		25.0		95.0
load=95.0													
30146	43.2		9.9		4.4		427.8		800		25.0		95.0
load=95.0													
30657	43.2		9.9		4.3		428.6		800		25.0		95.0
load=95.0													
31168	43.1		9.9		4.3		427.9		800		25.0		95.0
load=95.0													
31679	43.2		9.9		4.4		428.8		800		25.0		95.0
load=95.0													
32190	42.5		9.9		4.3		420.6		800		25.0		95.0
load=95.0													
32701	42.3		9.9		4.3		420.7		800		25.0		95.0
load=95.0													
33212	42.8		9.9		4.3		424.1		800		25.0		95.0
load=95.0													
33723	42.6		9.9		4.3		422.9		800		25.0		95.0
load=95.0													
34234	42.2		9.9		4.3		418.0		800		25.0		95.0
load=95.0													
34745	42.9		9.9		4.3		425.8		800		25.0		95.0
load=95.0													
35256	43.3		9.9		4.4		429.4		800		25.0		95.0
load=95.0													
35767	42.2		9.9		4.3		418.6		800		25.0		95.0
load=95.0													
36278	43.2		9.9		4.4		428.1		800		25.0		95.0
load=95.0													
36789	41.6		9.9		4.2		412.5		800		25.0		95.0
load=95.0													
37300	42.5		9.9		4.3		420.9		800		25.0		95.0
load=95.0													
37811	41.9		9.9		4.2		416.0		800		25.0		95.0
load=95.0													
38322	43.5		9.9		4.4		430.7		800		25.0		95.0
load=95.0													
38833	42.9		9.9		4.3		425.8		800		25.0		95.0
load=95.0													
39344	42.5		9.9		4.3		421.2		800		25.0		95.0
load=95.0													
39855	43.1		9.9		4.3		427.3		800		25.0		95.0
load=95.0													
40366	43.1		9.9		4.3		427.0		800		25.0		95.0
load=95.0													
40877	42.9		9.9		4.3		425.2		800		25.0		95.0
load=95.0													
41388	42.1		9.9		4.2		416.8		800		25.0		95.0
load=95.0													
41899	42.8		9.9		4.3		424.7		800		25.0		95.0
load=95.0													
42410	43.1		9.9		4.3		427.0		800		25.0		95.0
load=95.0													
42921	43.1		9.9		4.3		427.0		800		25.0		95.0
load=95.0													
43432	42.5		9.9		4.3		421.8		800		25.0		95.0
load=95.0													
43943	42.2		9.9		4.3		417.7		800		25.0		95.0
load=95.0													
44454	43.4		9.9		4.4		429.5		800		25.0		95.0
load=95.0													
44965	41.9		9.9		4.2		416.0		800		25.0		95.0
load=95.0													
45476	42.8		9.9		4.3		423.8		800		25.0		95.0
load=95.0													
45987	42.5		9.9		4.3		420.9		800		25.0		95.0
load=95.0													
46498	42.5		9.9		4.3		420.6		800		25.0		95.0
load=95.0													
47009	42.6		9.9		4.3		422.6		800		25.0		95.0
load=95.0													
47520	42.1		9.9		4.2		417.4		800		25.0		95.0
load=95.0													
48031	42.3		9.9		4.3		418.8		800		25.0		95.0
load=95.0													
48542	43.5		9.9		4.4		431.0		800		25.0		95.0
load=95.0													
49053	42.6		9.9		4.3		422.0		800		25.0		95.0
load=95.0													
49564	42.8		9.9		4.3		423.5		800		25.0		95.0
load=95.0													
50075	43.1		9.9		4.3		427.6		800		25.0		95.0
load=95.0													
50586	43.1		9.9		4.4		426.0		800		25.0		95.0
load=95.0													
51097	43.1		9.9		4.4		426.4		800		25.0		95.0
load=95.0													
51608	42.3		9.9		4.3		419.4		800		25.0		95.0
load=95.0													
52119	43.4		9.9		4.4		429.6		800		25.0		95.0
load=95.0													
52630	43.7		9.9		4.4		432.5		800		25.0		95.0
load=95.0													
53141	42.5		9.9		4.3		421.2		800		25.0		95.0
load=95.0													
53652	42.3		9.9		4.3		420.3		800		25.0		95.0
load=95.0													
54163	42.8		9.9		4.3		423.8		800		25.0		95.0
load=95.0													
54674	43.2		9.9		4.4		428.1		800		25.0		95.0
load=95.0													
55185	42.5		9.9		4.3		420.6		800		25.0		95.0
load=95.0													
55696	42.1		9.9		4.2		416.8		800		25.0		95.0
load=95.0													
56207	43.0		9.9		4.3		425.9		800		25.0		95.0
load=95.0													
56718	42.5		9.9		4.3		420.6		800		25.0		95.0
load=95.0													
57229	42.3		9.9		4.3		419.7		800		25.0		95.0
load=95.0													
57740	42.1		9.9		4.2		416.5		800		25.0		95.0
load=95.0													
58251	42.5		9.9		4.3		420.6		800		25.0		95.0
load=95.0													
58762	43.1		9.9		4.4		425.7		800		25.0		95.0
load=95.0													
59273	42.1		9.9		4.2		416.8		800		25.0		95.0
load=95.0													
59784	42.8		9.9		4.3		423.5		800		25.0		95.0
load=95.0													
60295	42.5		9.9		4.3		419.9		800		25.0		95.0
load=95.0													
60806	43.0		9.9		4.3		426.1		800		25.0		95.0
load=95.0													
61317	41.6		9.9		4.2		412.8		800		25.0		95.0
load=95.0													
61828	42.2		9.9		4.3		418.3		800		25.0		95.0
load=95.0													
62339	42.5		9.9		4.3		420.6		800		25.0		95.0
load=95.0													
62850	42.9		9.9		4.3		424.3		800		25.0		95.0
load=95.0													
63361	42.1		9.9		4.2		416.5		800		25.0		95.0
load=95.0													
63872	41.9		9.9		4.2		415.4		800		25.0		95.0
load=95.0													
64383	42.9		9.9		4.3		424.3		800		25.0		95.0
load=95.0													
64894	42.6		9.9		4.3		423.3		800		25.0		95.0
load=95.0													
65405	42.2		9.9		4.3		418.2		800		25.0		95.0
load=95.0													
65916	42.3		9.9		4.3		418.8		800		25.0		95.0
load=95.0													
66427	41.9		9.9		4.2		414.7		800		25.0		95.0
load=95.0													
66938	42.9		9.9		4.3		425.2		800		25.0		95.0
load=95.0													
67449	43.5		9.9		4.4		431.3		800		25.0		95.0
load=95.0													
67960	42.5		9.9		4.3		419.9		800		25.0		95.0
load=95.0													
68471	41.9		9.9		4.2		414.4		800		25.0		95.0
load=95.0													
68982	42.1		9.9		4.3		415.6		800		25.0		95.0
load=95.0													
69493	42.9		9.9		4.3		425.2		800		25.0		95.0
load=95.0													
70004	42.5		9.9		4.3		420.4		800		25.0		95.0
load=95.0													
70515	42.6		9.9		4.3		422.0		800		25.0		95.0
load=95.0													
71026	42.1		9.9		4.3		415.9		800		25.0		95.0
load=95.0													
71537	41.8		9.9		4.2		413.3		800		25.0		95.0
load=95.0													
72048	42.8		9.9		4.3		422.5		800		25.0		95.0
load=95.0													
72559	42.3		9.9		4.3		419.1		800		25.0		95.0
load=95.0													
73070	42.2		9.9		4.3		418.3		800		25.0		95.0
load=95.0													
73581	42.6		9.9		4.3		420.8		800		25.0		95.0
load=95.0													
74092	42.2		9.9		4.3		418.0		800		25.0		95.0
load=95.0													
74603	42.9		9.9		4.3		424.3		800		25.0		95.0
load=95.0													
75114	41.9		9.9		4.2		414.7		800		25.0		95.0
load=95.0													
75625	42.3		9.9		4.3		418.8		800		25.0		95.0
load=95.0													
76136	42.5		9.9		4.3		420.6		800		25.0		95.0
load=95.0													
76647	42.1		9.9		4.2		417.1		800		25.0		95.0
load=95.0													
77158	41.5		9.9		4.2		409.8		800		25.0		95.0
load=94.7													
77669	42.1		9.9		4.3		415.3		800		25.0		94.7
load=95.0													
78180	42.5		9.9		4.3		420.6		800		25.0		95.0
load=95.0													
78691	43.5		9.9		4.4		430.7		800		25.0		95.0
load=95.0													
79202	42.6		9.9		4.3		422.3		800		25.0		95.0
load=95.0													
79713	42.5		9.9		4.3		420.6		800		25.0		95.0
load=95.0													
80224	42.5		9.9		4.3		419.9		800		25.0		95.0
load=95.0													
80735	42.6		9.9		4.3		422.6		800		25.0		95.0
load=95.0													
81246	42.5		9.9		4.3		420.9		800		25.0		95.0
load=95.0													
81757	42.2		9.9		4.3		418.8		800		25.0		95.0
load=95.0													
82268	42.6		9.9		4.3		422.3		800		25.0		95.0
load=95.0													
82779	41.6		9.9		4.2		411.2		800		25.0		95.0
load=95.0													
83290	42.1		9.9		4.2		416.5		800		25.0		95.0
load=95.0													
83801	41.8		9.9		4.2		413.3		800		25.0		95.0
load=95.0													
84312	42.5		9.9		4.3		421.8		800		25.0		95.0
load=95.0													
84823	42.3		9.9		4.3		419.1		800		25.0		95.0
load=95.0													
85334	41.8		9.9		4.2		413.6		800		25.0		95.0
load=95.0													
85845	42.5		9.9		4.3		420.6		800		25.0		95.0
load=95.0													
86356	42.1		9.9		4.3		416.5		800		25.0		95.0
load=95.0													
86867	42.8		9.9		4.3		424.1		800		25.0		95.0
load=95.0													
87378	42.6		9.9		4.3		421.7		800		25.0		95.0
load=95.0													
87889	42.5		9.9		4.3		421.2		800		25.0		95.0
load=95.0													
88400	42.3		9.9		4.3		419.7		800		25.0		95.0
load=95.0													
88911	42.5		9.9		4.3		420.9		800		25.0		95.0
load=95.0													
89422	43.2		9.9		4.4		428.4		800		25.0		95.0
load=95.0													
89933	41.9		9.9		4.2		414.7		800		25.0		95.0
load=95.0													
90444	43.1		9.9		4.4		425.4		800		25.0		95.0
load=95.0													
90955	42.6		9.9		4.3		422.3		800		25.0		95.0
load=95.0													
91466	41.5		9.9		4.2		410.4		800		25.0		95.0
load=95.0													
91977	42.1		9.9		4.2		416.2		800		25.0		95.0
load=95.0													
92488	42.1		9.9		4.2		416.2		800		25.0		95.0
load=95.0													
92999	41.6		9.9		4.2		412.8		800		25.0		95.0
load=95.0													
93510	41.8		9.9		4.2		413.0		800		25.0		95.0
load=95.0													
94021	42.9		9.9		4.3		424.9		800		25.0		95.0
load=95.0													
94532	42.1		9.9		4.2		416.5		800		25.0		95.0
load=95.0													
95043	41.6		9.9		4.2		412.5		800		25.0		95.0
load=95.0													
95554	42.6		9.9		4.3		421.7		800		25.0		95.0
load=95.0													
96065	43.1		9.9		4.3		427.3		800		25.0		95.0
load=95.0													
96576	42.6		9.9		4.3		421.7		800		25.0		95.0
load=95.0													
97087	42.3		9.9		4.3		418.8		800		25.0		95.0
load=95.0													
97598	42.6		9.9		4.3		422.3		800		25.0		95.0
load=95.0													
98109	41.8		9.9		4.2		413.0		800		25.0		95.0
load=95.0													
98620	42.9		9.9		4.3		425.2		800		25.0		95.0
load=95.0													
99131	43.2		9.9		4.4		428.4		800		25.0		95.0
load=95.0													
99642	42.2		9.9		4.3		417.0		800		25.0		95.0
load=95.0													
100153	42.1		9.9		4.2		417.1		800		25.0		95.0
load=95.0													
100664	41.6		9.9		4.2		410.9		800		25.0		95.0
load=95.0													
101175	43.4		9.9		4.4		428.6		800		25.0		95.0
load=95.0													
101686	42.3		9.9		4.3		420.0		800		25.0		95.0
load=95.0													
102197	41.9		9.9		4.2		415.4		800		25.0		95.0
load=95.0													
102708	41.8		9.9		4.2		412.7		800		25.0		95.0
load=95.0													
103219	42.3		9.9		4.3		419.4		800		25.0		95.0
load=95.0													
103730	42.5		9.9		4.3		421.2		800		25.0		95.0
load=95.0													
104241	42.2		9.9		4.3		417.0		800		25.0		95.0
load=95.0													
104752	42.5		9.9		4.3		420.2		800		25.0		95.0
load=95.0													
105263	42.2		9.9		4.3		418.0		800		25.0		95.0
load=95.0													
105774	42.6		9.9		4.3		421.7		800		25.0		95.0
load=95.0													
106285	41.9		9.9		4.2		414.4		800		25.0		95.0
load=95.0													
106796	42.1		9.9		4.2		416.5		800		25.0		95.0
load=95.0													
107307	42.9		9.9		4.3		424.6		800		25.0		95.0
load=95.0													
107818	41.5		9.9		4.2		410.4		800		25.0		95.0
load=95.0													
108329	43.2		9.9		4.4		427.8		800		25.0		95.0
load=95.0													
108840	42.3		9.9		4.3		418.8		800		25.0		95.0
load=95.0													
109351	42.3		9.9		4.3		419.4		800		25.0		95.0
load=95.0													
109862	41.9		9.9		4.2		415.1		800		25.0		95.0
load=95.0													
110373	42.5		9.9		4.3		421.2		800		25.0		95.0
load=95.0													
110884	42.2		9.9		4.3		418.3		800		25.0		95.0
load=95.0													
111395	42.5		9.9		4.3		421.5		800		25.0		95.0
load=95.0													
111906	42.1		9.9		4.3		416.7		800		25.0		95.0
load=95.0													
112417	42.9		9.9		4.3		424.6		800		25.0		95.0
load=93.8													
112928	42.5		9.9		4.3		419.3		800		25.0		93.8
load=95.0													
113439	42.6		9.9		4.3		422.9		800		25.0		95.0
load=95.0													
113950	42.2		9.9		4.3		417.7		800		25.0		95.0
load=95.0													
114461	42.1		9.9		4.2		416.2		800		25.0		95.0
load=95.0													
114972	42.3		9.9		4.3		419.7		800		25.0		95.0
load=95.0													
115483	41.5		9.9		4.2		410.4		800		25.0		95.0
load=95.0													
115994	41.9		9.9		4.2		415.1		800		25.0		95.0
load=95.0													
116505	42.3		9.9		4.3		419.4		800		25.0		95.0
load=95.0													
117016	42.3		9.9		4.3		418.8		800		25.0		95.0
load=95.0													
117527	42.2		9.9		4.3		418.0		800		25.0		95.0
load=95.0													
118038	41.8		9.9		4.2		413.3		800		25.0		95.0
load=95.0													
118549	41.9		9.9		4.2		414.7		800		25.0		95.0
load=95.0													
119060	41.3		9.9		4.2		409.9		800		25.0		95.0
load=95.0													
119571	42.2		9.9		4.3		418.3		800		25.0		95.0
load=95.0													
120082	42.5		9.9		4.3		420.9		800		25.0		95.0
load=95.0													
120593	42.5		9.9		4.3		419.3		799		25.0		95.0
load=93.7													
121104	42.3		9.8		4.3		416.2		793		25.0		93.7
load=95.0													
121615	41.6		9.6		4.3		400.9		779		25.0		95.0
load=92.0													
122126	42.3		9.5		4.5		400.5		764		25.0		92.0
load=89.0													
122637	42.6		9.3		4.6		396.4		749		25.0		89.0
load=92.0													
123148	41.9		9.1		4.6		380.4		735		25.0		92.0
load=89.0													
123659	42.8		8.9		4.8		380.5		719		25.0		89.0
load=86.0													
124170	42.6		8.7		4.9		372.0		705		25.0		86.0
load=83.0													
124681	42.9		8.5		5.0		366.7		690		25.0		83.0
load=86.0													
125192	41.8		8.4		5.0		349.1		677		25.0		86.0
load=83.0													
125703	42.3		8.2		5.2		347.4		660		25.0		83.0
load=80.0													
126214	42.8		8.0		5.4		341.6		646		25.0		80.0
load=83.0													
126725	42.2		7.8		5.4		329.9		631		25.0		83.0
load=86.0													
127236	42.2		7.6		5.5		322.1		617		25.0		86.0
load=83.6													
127747	43.2		7.5		5.8		323.0		603		25.0		83.6
load=86.6													
128258	41.9		7.3		5.8		303.9		586		25.0		86.6
load=89.6													
128769	42.2		7.1		6.0		298.3		572		25.0		89.6
load=92.6													
129280	42.1		6.9		6.1		289.9		557		25.0		92.6
load=95.0													
129791	41.8		6.7		6.2		281.8		544		25.0		95.0
load=95.0													
130302	42.1		6.5		6.4		275.4		528		25.0		95.0
load=92.0													
130813	42.2		6.4		6.6		268.3		513		25.0		92.0
load=89.0													
131324	42.5		6.2		6.9		262.4		498		25.0		89.0
load=92.0													
131835	41.5		6.0		6.9		247.9		483		25.0		92.0
load=89.0													
132346	42.1		5.8		7.2		244.3		469		25.0		89.0
load=86.1													
132857	42.9		5.6		7.6		241.8		453		25.0		86.1
load=89.1													
133368	42.2		5.4		7.8		229.4		439		25.0		89.1
load=86.1													
133879	42.3		5.2		8.1		221.5		424		25.0		86.1
load=89.1													
134390	41.5		5.1		8.2		210.5		410		25.0		89.1
load=88.1													
134901	43.8		4.9		8.9		216.3		398		25.0		88.1
load=91.1													
135412	42.2		4.9		8.5		208.4		399		25.0		91.1
load=89.7													
135923	43.1		5.0		8.7		214.0		400		25.0		89.7
load=92.4													
136434	42.2		5.0		8.5		209.0		400		25.0		92.4
load=91.6													
136945	42.9		5.0		8.6		213.2		400		25.0		91.6
load=93.3													
137456	42.2		4.9		8.5		208.5		400		25.0		93.3
load=92.8													
137967	42.8		5.0		8.6		211.9		400		25.0		92.8
load=92.8													
138478	42.9		5.0		8.7		212.9		400		25.0		92.8
load=93.5													
138989	42.5		5.0		8.5		211.7		400		25.0		93.5
load=94.3													
139500	42.2		5.0		8.5		209.3		400		25.0		94.3
load=95.0													
140011	42.5		5.0		8.6		210.7		400		25.0		95.0
load=95.0													
140522	41.5		5.0		8.3		206.0		400		25.0		95.0
load=95.0													
141033	42.1		5.0		8.5		208.3		400		25.0		95.0
load=95.0													
141544	42.6		5.0		8.6		212.1		400		25.0		95.0
load=94.4													
142055	42.3		5.0		8.6		209.7		400		25.0		94.4
load=94.9													
142566	42.5		5.0		8.6		210.7		400		25.0		94.9
load=95.0													
143077	42.2		5.0		8.5		209.0		400		25.0		95.0
load=95.0													
143588	41.6		4.9		8.4		205.5		400		25.0		95.0
load=95.0													
144099	42.8		4.9		8.7		211.6		400		25.0		95.0
load=95.0													
144610	42.5		4.9		8.6		209.8		400		25.0		95.0
load=95.0													
145121	42.6		5.0		8.6		211.8		400		25.0		95.0
load=95.0													
145632	43.1		4.9		8.7		212.7		400		25.0		95.0
load=95.0													
146143	43.1		5.0		8.7		214.0		400		25.0		95.0
load=95.0													
146654	42.2		4.9		8.5		208.4		400		25.0		95.0
load=95.0													
147165	42.6		4.9		8.6		210.8		400		25.0		95.0
load=95.0													
147676	42.8		5.0		8.6		211.9		400		25.0		95.0
load=95.0													
148187	43.4		5.0		8.7		215.1		400		25.0		95.0
load=95.0													
148698	42.5		5.0		8.5		211.7		400		25.0		95.0
load=95.0													
149209	42.1		4.9		8.5		207.9		400		25.0		95.0
load=95.0													
149720	42.2		5.0		8.5		209.9		400		25.0		95.0
load=95.0													
150231	42.6		5.0		8.6		211.2		400		25.0		95.0
load=95.0													
150742	42.8		5.0		8.6		212.2		400		25.0		95.0
load=95.0													
151253	42.6		5.0		8.6		211.2		400		25.0		95.0
load=95.0													
151764	42.3		5.0		8.6		209.7		400		25.0		95.0
load=95.0													
152275	42.8		5.0		8.6		212.8		400		25.0		95.0
load=95.0													
152786	42.5		5.0		8.6		211.1		400		25.0		95.0
load=95.0													
153297	43.2		5.0		8.7		214.7		400		25.0		95.0
load=95.0													
153808	42.3		4.9		8.6		209.4		400		25.0		95.0
load=95.0													
154319	43.5		5.0		8.8		215.8		400		25.0		95.0
load=95.0													
154830	42.6		5.0		8.6		211.2		400		25.0		95.0
load=95.0													
155341	42.2		5.0		8.5		209.0		400		25.0		95.0
load=95.0													
155852	43.5		4.9		8.8		215.2		400		25.0		95.0
load=95.0													
156363	42.6		5.0		8.6		211.2		400		25.0		95.0
load=95.0													
156874	42.6		5.0		8.6		211.5		400		25.0		95.0
load=95.0													
157385	42.6		5.0		8.6		212.1		400		25.0		95.0
load=95.0													
157896	42.9		5.0		8.7		212.6		400		25.0		95.0
load=95.0													
158407	42.6		5.0		8.6		211.0		400		25.0		95.0
load=95.0													
158918	42.8		5.0		8.6		212.2		400		25.0		95.0
load=95.0													
159429	42.3		4.9		8.6		209.4		400		25.0		95.0
load=95.0													
159940	42.9		5.0		8.7		212.6		400		25.0		95.0
load=95.0													
160451	41.9		5.0		8.4		208.4		400		25.0		95.0
load=95.0													
160962	42.2		5.0		8.5		209.3		400		25.0		95.0
load=95.0													
161473	42.1		5.0		8.5		209.2		400		25.0		95.0
load=95.0													
161984	43.2		5.0		8.7		214.1		400		25.0		95.0
load=95.0													
162495	43.5		5.0		8.8		215.5		400		25.0		95.0
load=95.0													
163006	42.7		5.0		8.6		211.6		400		25.0		95.0
load=95.0													
163517	42.9		5.0		8.7		212.9		400		25.0		95.0
load=95.0													
164028	43.1		5.0		8.6		214.6		400		25.0		95.0
load=95.0													
164539	43.4		5.0		8.7		216.4		400		25.0		95.0
load=95.0													
165050	43.1		5.0		8.7		214.0		400		25.0		95.0
load=95.0													
165561	42.5		5.0		8.6		211.1		400		25.0		95.0
load=95.0													
166072	43.4		5.0		8.7		216.4		400		25.0		95.0
load=95.0													
166583	43.5		5.0		8.8		215.5		400		25.0		95.0
load=95.0													
167094	42.8		5.0		8.6		212.5		400		25.0		95.0
load=95.0													
167605	43.5		4.9		8.8		215.0		400		25.0		95.0
load=95.0													
168116	42.5		5.0		8.6		210.7		400		25.0		95.0
load=95.0													
168627	43.4		5.0		8.7		215.4		400		25.0		95.0
load=95.0													
169138	42.5		5.0		8.6		210.7		400		25.0		95.0
load=95.0													
169649	42.8		5.0		8.6		212.8		400		25.0		95.0
load=95.0													
170160	42.8		5.0		8.6		212.5		400		25.0		95.0
load=95.0													
170671	43.2		5.0		8.7		215.6		400		25.0		95.0
load=95.0													
171182	43.1		5.0		8.6		214.6		400		25.0		95.0
load=95.0													
171693	42.5		5.0		8.6		210.4		400		25.0		95.0
load=95.0													
172204	42.6		5.0		8.6		212.6		401		25.0		95.0
load=95.0													
172715	43.1		5.1		8.5		217.8		407		25.0		95.0
load=92.0													
173226	42.8		5.3		8.1		224.7		422		25.0		92.0
load=95.0													
173737	43.5		5.4		8.0		235.6		436		25.0		95.0
load=95.0													
174248	43.5		5.6		7.8		243.6		451		25.0		95.0
load=95.0													
174759	44.1		5.8		7.6		255.2		466		25.0		95.0
load=93.7													
175270	42.2		6.0		7.1		251.6		481		25.0		93.7
load=90.7													
175781	42.6		6.1		7.0		261.4		495		25.0		90.7
load=93.7													
176292	43.5		6.3		6.9		275.4		510		25.0		93.7
load=90.7													
176803	42.8		6.5		6.6		278.3		525		25.0		90.7
load=87.7													
177314	42.9		6.7		6.4		286.5		540		25.0		87.7
load=84.7													
177825	42.8		6.9		6.2		294.3		555		25.0		84.7
load=81.7													
178336	42.6		7.1		6.0		301.4		569		25.0		81.7
load=78.7													
178847	42.8		7.2		5.9		309.7		584		25.0		78.7
load=81.6													
179358	44.2		7.4		6.0		328.4		599		25.0		81.6
load=78.6													
179869	42.8		7.6		5.6		326.0		614		25.0		78.6
load=75.6													
180380	42.8		7.8		5.5		333.2		628		25.0		75.6
load=72.6													
180891	42.3		8.0		5.3		337.8		643		25.0		72.6
load=70.2													
181402	41.9		8.2		5.1		342.0		657		25.0		70.2
load=73.2													
181913	42.6		8.4		5.1		356.1		673		25.0		73.2
load=76.2													
182424	43.7		8.5		5.1		372.3		688		25.0		76.2
load=79.2													
182935	43.4		8.7		5.0		377.1		702		25.0		79.2
load=76.2													
183446	42.8		8.9		4.8		380.2		717		25.0		76.2
load=73.2													
183957	42.8		9.1		4.7		388.3		732		25.0		73.2
load=76.2													
184468	43.2		9.3		4.7		400.9		747		25.0		76.2
load=73.2													
184979	42.3		9.4		4.5		399.9		761		25.0		73.2
load=76.2													
185490	43.8		9.6		4.6		420.8		776		25.0		76.2
load=73.2													
186001	43.1		9.8		4.4		421.6		790		25.0		73.2
load=70.2													
186512	42.8		9.8		4.3		421.3		793		25.0		70.2
load=68.0													
187023	42.5		9.9		4.3		419.0		795		25.0		68.0
load=70.8													
187534	43.7		9.9		4.4		431.8		798		25.0		70.8
load=73.8													
188045	43.5		9.9		4.4		432.3		800		25.0		73.8
load=76.8													
188556	43.6		9.9		4.4		433.6		800		25.0		76.8
load=76.8													
189067	42.8		9.9		4.3		425.0		800		25.0		76.8
load=76.5													
189578	42.9		9.9		4.3		426.2		800		25.0		76.5
load=73.5													
190089	43.1		9.9		4.3		428.2		800		25.0		73.5
load=74.6													
190600	44.0		9.9		4.4		435.4		800		25.0		74.6
load=75.7													
191111	42.9		9.9		4.3		425.2		800		25.0		75.7
load=77.1													
191622	43.2		9.9		4.4		427.8		800		25.0		77.1
load=78.3													
192133	44.0		9.9		4.4		435.4		800		25.0		78.3
load=79.7													
192644	43.7		9.9		4.4		432.8		800		25.0		79.7
load=82.0													
193155	43.7		9.9		4.4		434.0		800		25.0		82.0
load=83.2													
193666	43.8		9.9		4.4		434.6		800		25.0		83.2
load=84.3													
194177	42.9		9.9		4.3		426.2		800		25.0		84.3
load=85.3													
194688	43.1		9.9		4.3		427.6		800		25.0		85.3
load=86.5													
195199	42.8		9.9		4.3		424.4		800		25.0		86.5
load=87.8													
195710	42.8		9.9		4.3		424.1		800		25.0		87.8
load=89.0													
196221	42.3		9.9		4.3		419.7		800		25.0		89.0
load=89.0													
196732	42.8		9.9		4.3		425.0		800		25.0		89.0
load=90.1													
197243	43.7		9.9		4.4		433.1		800		25.0		90.1
load=91.2													
197754	43.2		9.9		4.4		428.8		800		25.0		91.2
