tiempo[ms]V_Panel[V]	I_Panel[A]	R_Carga[Ohms]	P_Panel[W]	G[W/m2]	T[°C]	Load[%]							
load=51.0													
73299	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
73808	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
74317	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
74826	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
75335	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
75844	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
76353	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
76862	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
77371	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
77880	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
78389	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
78898	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
79407	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
79916	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
80425	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
80934	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
81443	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
81952	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
82461	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
82970	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
83479	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
83988	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
84497	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
85006	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
85515	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
86024	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
86533	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
87042	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
87551	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
88060	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
88569	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
89078	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
89587	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
90096	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
90605	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
91114	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
91623	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
92132	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
92641	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
93150	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
93659	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
94168	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
94677	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
95186	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
95695	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
96204	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
96713	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
97222	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
97731	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
98240	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
98749	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
99258	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
99767	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
100276	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
100785	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
101294	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
101803	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
102312	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
102821	41.32		10.37		4.0		428.3		800		25.0		51.0
load=50.0													
103330	41.32		10.21		4.0		422.0		788		25.0		50.0
load=50.0													
103839	41.32		10.21		4.0		422.0		788		25.0		50.0
load=50.0													
104348	41.32		10.21		4.0		422.0		788		25.0		50.0
load=50.0													
104857	41.32		10.24		4.0		423.2		790		25.0		50.0
load=51.0													
105366	41.32		10.29		4.0		425.3		794		25.0		51.0
load=51.0													
105875	41.32		10.33		4.0		426.8		797		25.0		51.0
load=51.0													
106384	41.32		10.34		4.0		427.4		798		25.0		51.0
load=51.0													
106893	41.32		10.34		4.0		427.4		798		25.0		51.0
load=51.0													
107402	41.32		10.34		4.0		427.4		798		25.0		51.0
load=51.0													
107911	41.32		10.36		4.0		428.0		799		25.0		51.0
load=51.0													
108420	41.32		10.36		4.0		428.0		799		25.0		51.0
load=51.0													
108929	41.32		10.36		4.0		428.0		799		25.0		51.0
load=51.0													
109438	41.32		10.36		4.0		428.0		799		25.0		51.0
load=51.0													
109947	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
110456	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
110965	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
111474	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
111983	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
112492	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
113001	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
113510	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
114019	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
114528	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
115037	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
115546	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
116055	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
116564	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
117073	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
117582	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
118091	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
118600	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
119109	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
119618	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
120127	41.32		10.37		4.0		428.3		800		25.0		51.0
load=51.0													
120636	41.32		10.36		4.0		428.0		799		25.0		51.0
load=51.0													
121145	41.32		10.36		4.0		428.0		799		25.0		51.0
load=50.0													
121654	41.32		10.16		4.1		419.8		784		25.0		50.0
load=49.0													
122163	41.32		9.96		4.1		411.7		769		25.0		49.0
load=48.0													
122672	41.32		9.79		4.2		404.4		755		25.0		48.0
load=47.0													
123181	41.32		9.59		4.3		396.2		740		25.0		47.0
load=46.0													
123690	41.32		9.41		4.4		388.7		726		25.0		46.0
load=45.0													
124199	41.32		9.22		4.5		380.8		711		25.0		45.0
load=44.0													
124708	41.32		9.01		4.6		372.3		695		25.0		44.0
load=43.0													
125217	41.32		8.83		4.7		364.8		681		25.0		43.0
load=42.0													
125726	41.32		8.63		4.8		356.6		666		25.0		42.0
load=41.0													
126235	41.32		8.45		4.9		349.0		652		25.0		41.0
load=40.0													
126744	41.32		8.26		5.0		341.1		637		25.0		40.0
load=39.0													
127253	41.32		8.07		5.1		333.4		622		25.0		39.0
load=38.0													
127762	41.32		7.87		5.3		325.1		607		25.0		38.0
load=37.0													
128271	41.32		7.68		5.4		317.5		593		25.0		37.0
load=36.0													
128780	41.32		7.49		5.5		309.7		578		25.0		36.0
load=35.0													
129289	41.32		7.30		5.7		301.5		563		25.0		35.0
load=34.0													
129798	41.32		7.11		5.8		293.9		549		25.0		34.0
load=33.0													
130307	41.32		6.91		6.0		285.4		533		25.0		33.0
load=32.0													
130816	41.32		6.73		6.1		277.9		519		25.0		32.0
load=31.0													
131325	41.32		6.53		6.3		270.0		504		25.0		31.0
load=30.0													
131834	41.32		6.35		6.5		262.4		490		25.0		30.0
load=29.0													
132343	41.32		6.15		6.7		254.3		475		25.0		29.0
load=28.0													
132852	41.32		5.98		6.9		247.0		460		25.0		28.0
load=27.0													
133361	41.32		5.77		7.2		238.2		445		25.0		27.0
load=26.0													
133870	41.32		5.58		7.4		230.4		430		25.0		26.0
load=25.0													
134379	41.32		5.52		7.5		228.2		426		25.0		25.0
load=24.0													
134888	41.32		5.43		7.6		224.3		419		25.0		24.0
load=23.0													
135397	41.32		5.25		7.9		216.7		405		25.0		23.0
load=22.0													
135906	41.32		5.14		8.0		212.2		396		25.0		22.0
load=22.0													
136415	41.32		5.14		8.0		212.5		397		25.0		22.0
load=22.0													
136924	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
137433	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
137942	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
138451	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
138960	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
139469	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
139978	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
140487	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
140996	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
141505	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
142014	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
142523	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
143032	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
143541	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
144050	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
144559	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
145068	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
145577	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
146086	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
146595	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
147104	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
147613	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
148122	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
148631	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
149140	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
149649	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
150158	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
150667	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
151176	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
151685	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
152194	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
152703	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
153212	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
153721	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
154230	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
154739	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
155248	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
155757	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
156266	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
156775	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
157284	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
157793	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
158302	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
158811	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
159320	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
159829	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
160338	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
160847	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
161356	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
161865	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
162374	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
162883	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
163392	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
163901	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
164410	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
164919	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
165428	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
165937	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
166446	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
166955	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
167464	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
167973	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
168482	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
168991	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
169500	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
170009	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
170518	41.32		5.19		8.0		214.3		400		25.0		22.0
load=22.0													
171027	41.32		5.19		8.0		214.6		401		25.0		22.0
load=23.0													
171536	41.32		5.36		7.7		221.6		414		25.0		23.0
load=24.0													
172045	41.32		5.56		7.4		229.8		429		25.0		24.0
load=25.0													
172554	41.32		5.75		7.2		237.6		444		25.0		25.0
load=26.0													
173063	41.32		5.95		6.9		245.8		459		25.0		26.0
load=27.0													
173572	41.32		6.13		6.7		253.4		473		25.0		27.0
load=28.0													
174081	41.32		6.32		6.5		261.2		488		25.0		28.0
load=29.0													
174590	41.32		6.51		6.4		268.8		502		25.0		29.0
load=30.0													
175099	41.32		6.70		6.2		277.0		517		25.0		30.0
load=31.0													
175608	41.32		6.89		6.0		284.8		532		25.0		31.0
load=32.0													
176117	41.32		7.09		5.8		293.0		547		25.0		32.0
load=33.0													
176626	41.32		7.28		5.7		300.9		562		25.0		33.0
load=34.0													
177135	41.32		7.47		5.5		308.5		576		25.0		34.0
load=35.0													
177644	41.32		7.66		5.4		316.6		591		25.0		35.0
load=36.0													
178153	41.32		7.84		5.3		324.1		606		25.0		36.0
load=37.0													
178662	41.32		8.05		5.1		332.7		621		25.0		37.0
load=38.0													
179171	41.32		8.23		5.0		339.9		635		25.0		38.0
load=39.0													
179680	41.32		8.42		4.9		348.1		650		25.0		39.0
load=40.0													
180189	41.32		8.61		4.8		355.7		664		25.0		40.0
load=41.0													
180698	41.32		8.80		4.7		363.5		679		25.0		41.0
load=42.0													
181207	41.32		9.01		4.6		372.3		695		25.0		42.0
load=43.0													
181716	41.32		9.19		4.5		379.6		709		25.0		43.0
load=44.0													
182225	41.32		9.38		4.4		387.8		724		25.0		44.0
load=45.0													
182734	41.32		9.57		4.3		395.3		738		25.0		45.0
load=46.0													
183243	41.32		9.76		4.2		403.2		753		25.0		46.0
load=47.0													
183752	41.32		9.94		4.2		410.8		768		25.0		47.0
load=48.0													
184261	41.32		10.15		4.1		419.2		783		25.0		48.0
load=49.0													
184770	41.32		10.33		4.0		426.8		797		25.0		49.0
load=49.0													
185279	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
185788	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
186297	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
186806	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
187315	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
187824	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
188333	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
188842	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
189351	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
189860	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
190369	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
190878	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
191387	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
191896	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
192405	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
192914	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
193423	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
193932	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
194441	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
194950	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
195459	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
195968	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
196477	41.32		10.37		4.0		428.3		800		25.0		49.0
load=49.0													
196986	41.32		10.37		4.0		428.3		800		25.0		49.0
