tiempo[ms]V_Panel[V]	I_Panel[A]	R_Carga[Ohms]	P_Panel[W]	G[W/m2]	T[°C]	Load[%]							
26936	41.6		10.4		4.0		431.4		800		25.0		95.0
load=95.0													
27444	41.2		10.4		4.0		427.1		800		25.0		95.0
load=95.0													
27952	41.5		10.4		4.0		430.4		800		25.0		95.0
load=95.0													
28460	41.5		10.4		4.0		430.1		800		25.0		95.0
load=95.0													
28968	41.6		10.4		4.0		432.0		800		25.0		95.0
load=95.0													
29476	41.6		10.4		4.0		432.0		800		25.0		95.0
load=95.0													
29984	41.5		10.4		4.0		429.5		800		25.0		95.0
load=95.0													
30492	41.5		10.4		4.0		429.8		800		25.0		95.0
load=95.0													
31000	41.5		10.4		4.0		430.4		800		25.0		95.0
load=95.0													
31508	41.5		10.4		4.0		430.4		800		25.0		95.0
load=95.0													
32016	41.5		10.4		4.0		430.1		800		25.0		95.0
load=95.0													
32524	41.5		10.4		4.0		430.1		800		25.0		95.0
load=95.0													
33032	41.5		10.4		4.0		430.1		800		25.0		95.0
load=95.0													
33540	41.5		10.4		4.0		430.1		800		25.0		95.0
load=95.0													
34048	41.6		10.4		4.0		431.7		800		25.0		95.0
load=95.0													
34556	41.3		10.4		4.0		428.9		800		25.0		95.0
load=95.0													
35064	41.6		10.4		4.0		431.7		800		25.0		95.0
load=95.0													
35572	41.5		10.4		4.0		430.1		800		25.0		95.0
load=95.0													
36080	41.5		10.4		4.0		430.4		800		25.0		95.0
load=95.0													
36588	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
37096	41.5		10.4		4.0		430.4		800		25.0		95.0
load=95.0													
37604	41.6		10.4		4.0		431.7		800		25.0		95.0
load=95.0													
38112	41.5		10.4		4.0		430.1		800		25.0		95.0
load=95.0													
38620	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
39128	41.6		10.4		4.0		432.3		800		25.0		95.0
load=95.0													
39636	41.6		10.4		4.0		431.4		800		25.0		95.0
load=95.0													
40144	41.8		10.4		4.0		433.5		800		25.0		95.0
load=95.0													
40652	41.3		10.4		4.0		428.9		800		25.0		95.0
load=95.0													
41160	41.6		10.4		4.0		431.4		800		25.0		95.0
load=95.0													
41668	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
42176	41.5		10.4		4.0		430.1		800		25.0		95.0
load=95.0													
42684	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
43192	41.5		10.4		4.0		430.1		800		25.0		95.0
load=95.0													
43700	41.5		10.4		4.0		430.4		800		25.0		95.0
load=95.0													
44208	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
44716	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
45224	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
45732	41.6		10.4		4.0		431.7		800		25.0		95.0
load=95.0													
46240	41.5		10.4		4.0		430.1		800		25.0		95.0
load=95.0													
46748	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
47256	41.5		10.4		4.0		430.4		800		25.0		95.0
load=95.0													
47764	41.3		10.4		4.0		428.9		800		25.0		95.0
load=95.0													
48272	41.6		10.4		4.0		431.4		800		25.0		95.0
load=95.0													
48780	41.5		10.4		4.0		430.4		800		25.0		95.0
load=95.0													
49288	41.5		10.4		4.0		430.1		800		25.0		95.0
load=95.0													
49796	41.5		10.4		4.0		429.8		800		25.0		95.0
load=95.0													
50304	41.0		10.4		4.0		425.6		800		25.0		95.0
load=95.0													
50812	41.6		10.4		4.0		431.1		800		25.0		95.0
load=95.0													
51320	41.6		10.4		4.0		431.4		800		25.0		95.0
load=95.0													
51828	41.6		10.4		4.0		431.7		800		25.0		95.0
load=95.0													
52336	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
52844	41.5		10.4		4.0		430.1		800		25.0		95.0
load=95.0													
53352	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
53860	41.5		10.4		4.0		430.8		800		25.0		95.0
load=95.0													
54368	41.6		10.4		4.0		431.4		800		25.0		95.0
load=95.0													
54876	41.5		10.4		4.0		430.4		800		25.0		95.0
load=95.0													
55384	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
55892	41.2		10.4		4.0		427.4		800		25.0		95.0
load=95.0													
56400	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
56908	41.5		10.4		4.0		429.8		800		25.0		95.0
load=95.0													
57416	41.5		10.4		4.0		430.4		800		25.0		95.0
load=95.0													
57924	41.3		10.4		4.0		427.7		800		25.0		95.0
load=95.0													
58432	41.2		10.4		4.0		427.1		800		25.0		95.0
load=95.0													
58940	41.5		10.4		4.0		429.8		800		25.0		95.0
load=95.0													
59448	41.5		10.4		4.0		430.1		800		25.0		95.0
load=95.0													
59956	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
60464	41.6		10.4		4.0		431.7		800		25.0		95.0
load=95.0													
60972	41.5		10.4		4.0		429.8		800		25.0		95.0
load=95.0													
61480	41.5		10.4		4.0		429.8		800		25.0		95.0
load=95.0													
61988	41.6		10.4		4.0		431.4		800		25.0		95.0
load=95.0													
62496	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
63004	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
63512	41.2		10.4		4.0		426.8		800		25.0		95.0
load=95.0													
64020	41.5		10.4		4.0		429.8		800		25.0		95.0
load=95.0													
64528	41.3		10.4		4.0		428.9		800		25.0		95.0
load=95.0													
65036	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
65544	41.5		10.4		4.0		430.1		800		25.0		95.0
load=95.0													
66052	41.3		10.4		4.0		428.9		800		25.0		95.0
load=95.0													
66560	41.3		10.4		4.0		428.0		800		25.0		95.0
load=95.0													
67068	41.3		10.4		4.0		428.0		800		25.0		95.0
load=95.0													
67576	41.0		10.4		4.0		425.6		800		25.0		95.0
load=95.0													
68084	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
68592	41.3		10.4		4.0		428.9		800		25.0		95.0
load=95.0													
69100	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
69608	41.3		10.4		4.0		428.9		800		25.0		95.0
load=95.0													
70116	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
70624	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
71132	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
71640	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
72148	41.3		10.4		4.0		428.0		800		25.0		95.0
load=95.0													
72656	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
73164	41.2		10.4		4.0		427.4		800		25.0		95.0
load=95.0													
73672	41.3		10.4		4.0		428.0		800		25.0		95.0
load=95.0													
74180	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
74688	41.2		10.4		4.0		426.8		800		25.0		95.0
load=95.0													
75196	41.5		10.4		4.0		430.1		800		25.0		95.0
load=95.0													
75704	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
76212	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
76720	41.2		10.4		4.0		427.1		800		25.0		95.0
load=95.0													
77228	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
77736	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
78244	41.5		10.4		4.0		429.8		800		25.0		95.0
load=95.0													
78752	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
79260	41.2		10.4		4.0		426.8		800		25.0		95.0
load=95.0													
79768	41.0		10.4		4.0		425.6		800		25.0		95.0
load=95.0													
80276	41.2		10.4		4.0		426.5		800		25.0		95.0
load=95.0													
80784	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
81292	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
81800	41.3		10.4		4.0		428.9		800		25.0		95.0
load=95.0													
82308	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
82816	41.5		10.4		4.0		429.8		800		25.0		95.0
load=95.0													
83324	41.5		10.4		4.0		429.8		800		25.0		95.0
load=95.0													
83832	41.3		10.4		4.0		428.9		800		25.0		95.0
load=95.0													
84340	41.3		10.4		4.0		428.9		800		25.0		95.0
load=95.0													
84848	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
85356	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
85864	41.3		10.4		4.0		428.0		800		25.0		95.0
load=95.0													
86372	41.5		10.4		4.0		429.8		800		25.0		95.0
load=95.0													
86880	41.5		10.4		4.0		430.1		800		25.0		95.0
load=95.0													
87388	41.5		10.4		4.0		429.8		800		25.0		95.0
load=95.0													
87896	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
88404	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
88912	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
89420	41.6		10.4		4.0		431.7		800		25.0		95.0
load=95.0													
89928	41.2		10.4		4.0		426.8		800		25.0		95.0
load=95.0													
90436	41.5		10.4		4.0		429.5		800		25.0		95.0
load=95.0													
90944	41.5		10.4		4.0		429.8		800		25.0		95.0
load=95.0													
91452	41.5		10.4		4.0		429.8		800		25.0		95.0
load=95.0													
91960	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
92468	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
92976	41.2		10.4		4.0		427.4		800		25.0		95.0
load=95.0													
93484	41.2		10.4		4.0		426.8		800		25.0		95.0
load=95.0													
93992	41.2		10.4		4.0		426.8		800		25.0		95.0
load=95.0													
94500	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
95008	41.2		10.4		4.0		427.4		800		25.0		95.0
load=95.0													
95516	41.5		10.4		4.0		429.8		800		25.0		95.0
load=95.0													
96024	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
96532	41.5		10.4		4.0		430.1		800		25.0		95.0
load=95.0													
97040	41.2		10.4		4.0		427.1		800		25.0		95.0
load=95.0													
97548	41.5		10.4		4.0		429.8		800		25.0		95.0
load=95.0													
98056	41.2		10.4		4.0		426.8		800		25.0		95.0
load=95.0													
98564	41.5		10.4		4.0		429.5		800		25.0		95.0
load=95.0													
99072	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
99580	41.0		10.4		4.0		425.3		800		25.0		95.0
load=95.0													
100088	41.5		10.4		4.0		429.8		800		25.0		95.0
load=95.0													
100596	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
101104	41.2		10.4		4.0		427.1		800		25.0		95.0
load=95.0													
101612	41.3		10.4		4.0		428.0		800		25.0		95.0
load=95.0													
102120	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
102628	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
103136	41.5		10.4		4.0		429.5		800		25.0		95.0
load=95.0													
103644	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
104152	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
104660	41.2		10.4		4.0		426.8		800		25.0		95.0
load=95.0													
105168	41.2		10.4		4.0		426.5		800		25.0		95.0
load=95.0													
105676	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
106184	41.5		10.4		4.0		429.8		800		25.0		95.0
load=95.0													
106692	41.5		10.4		4.0		430.4		800		25.0		95.0
load=95.0													
107200	41.2		10.4		4.0		426.8		800		25.0		95.0
load=95.0													
107708	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
108216	41.5		10.4		4.0		429.5		800		25.0		95.0
load=95.0													
108724	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
109232	41.5		10.4		4.0		429.8		800		25.0		95.0
load=95.0													
109740	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
110248	41.3		10.4		4.0		428.6		800		25.0		95.0
load=95.0													
110756	41.5		10.4		4.0		429.5		800		25.0		95.0
load=95.0													
111264	41.5		10.4		4.0		430.1		800		25.0		95.0
load=95.0													
111772	41.2		10.4		4.0		427.1		800		25.0		95.0
load=95.0													
112280	41.6		10.4		4.0		431.7		800		25.0		95.0
load=95.0													
112788	41.0		10.4		4.0		425.3		800		25.0		95.0
load=95.0													
113296	41.5		10.4		4.0		430.1		800		25.0		95.0
load=95.0													
113804	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
114312	41.2		10.4		4.0		426.8		800		25.0		95.0
load=95.0													
114820	41.2		10.4		4.0		426.8		800		25.0		95.0
load=95.0													
115328	41.3		10.4		4.0		428.9		800		25.0		95.0
load=95.0													
115836	41.5		10.4		4.0		430.1		800		25.0		95.0
load=95.0													
116344	41.3		10.4		4.0		428.0		800		25.0		95.0
load=95.0													
116852	41.2		10.4		4.0		427.4		800		25.0		95.0
load=95.0													
117360	41.2		10.4		4.0		427.1		800		25.0		95.0
load=95.0													
117868	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
118376	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
118884	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
119392	41.2		10.4		4.0		427.1		800		25.0		95.0
load=95.0													
119900	41.2		10.4		4.0		427.1		800		25.0		95.0
load=95.0													
120408	41.5		10.4		4.0		429.8		800		25.0		95.0
load=95.0													
120916	41.5		10.3		4.0		428.9		799		25.0		95.0
load=95.0													
121424	41.3		10.3		4.0		426.5		796		25.0		95.0
load=92.0													
121932	41.5		10.1		4.1		419.8		781		25.0		92.0
load=95.0													
122440	41.3		9.9		4.2		411.1		767		25.0		95.0
load=95.0													
122948	41.3		9.8		4.2		402.9		752		25.0		95.0
load=95.0													
123456	41.2		9.5		4.3		393.0		736		25.0		95.0
load=92.0													
123964	41.3		9.3		4.4		386.2		722		25.0		92.0
load=89.0													
124472	41.5		9.2		4.5		380.0		707		25.0		89.0
load=92.0													
124980	41.3		9.0		4.6		370.5		693		25.0		92.0
load=89.0													
125488	41.5		8.8		4.7		365.1		679		25.0		89.0
load=92.0													
125996	41.2		8.6		4.8		355.3		665		25.0		92.0
load=89.0													
126504	41.5		8.4		4.9		348.4		648		25.0		89.0
load=92.0													
127012	41.3		8.2		5.0		339.0		633		25.0		92.0
load=89.0													
127520	41.5		8.0		5.2		332.6		619		25.0		89.0
load=92.0													
128028	41.3		7.8		5.3		323.6		605		25.0		92.0
load=95.0													
128536	41.2		7.7		5.4		315.8		591		25.0		95.0
load=92.0													
129044	41.3		7.5		5.5		308.5		576		25.0		92.0
load=89.0													
129552	41.3		7.3		5.7		300.9		561		25.0		89.0
load=92.0													
130060	41.0		7.1		5.8		289.7		545		25.0		92.0
load=89.0													
130568	41.5		6.9		6.0		285.9		531		25.0		89.0
load=86.0													
131076	41.3		6.7		6.2		276.7		517		25.0		86.0
load=83.0													
131584	41.3		6.5		6.4		268.5		502		25.0		83.0
load=80.0													
132092	41.3		6.3		6.5		261.5		488		25.0		80.0
load=77.0													
132600	41.5		6.1		6.8		254.6		473		25.0		77.0
load=74.0													
133108	41.5		5.9		7.0		245.8		457		25.0		74.0
load=71.0													
133616	41.5		5.8		7.2		238.5		443		25.0		71.0
load=68.0													
134124	41.5		5.6		7.5		230.6		429		25.0		68.0
load=71.0													
134632	41.3		5.4		7.7		221.9		414		25.0		71.0
load=74.0													
135140	41.3		5.2		8.0		214.3		400		25.0		74.0
load=71.0													
135648	41.5		5.2		8.0		214.8		400		25.0		71.0
load=68.0													
136156	41.5		5.2		8.0		215.4		400		25.0		68.0
load=71.0													
136664	41.3		5.2		7.9		214.9		400		25.0		71.0
load=68.1													
137172	41.6		5.2		8.0		215.8		400		25.0		68.1
load=65.1													
137680	41.5		5.2		8.0		214.8		400		25.0		65.1
load=68.1													
138188	41.3		5.2		8.0		214.3		400		25.0		68.1
load=71.1													
138696	41.3		5.2		8.0		214.3		400		25.0		71.1
load=73.9													
139204	41.3		5.2		8.0		214.6		400		25.0		73.9
load=75.6													
139712	41.2		5.2		8.0		212.9		400		25.0		75.6
load=75.6													
140220	41.5		5.2		8.0		214.8		400		25.0		75.6
load=75.6													
140728	41.5		5.2		8.0		214.8		400		25.0		75.6
load=78.0													
141236	41.3		5.2		8.0		213.4		400		25.0		78.0
load=78.9													
141744	41.3		5.2		8.0		214.0		400		25.0		78.9
load=78.6													
142252	41.3		5.2		8.0		214.6		400		25.0		78.6
load=79.7													
142760	41.3		5.2		8.0		214.0		400		25.0		79.7
load=80.7													
143268	41.5		5.2		8.0		215.4		400		25.0		80.7
load=81.9													
143776	41.3		5.2		8.0		214.0		400		25.0		81.9
load=82.9													
144284	41.5		5.2		8.0		215.4		400		25.0		82.9
load=84.1													
144792	41.3		5.2		8.0		214.0		400		25.0		84.1
load=84.5													
145300	41.2		5.2		7.9		213.9		400		25.0		84.5
load=85.0													
145808	41.6		5.2		8.0		215.5		400		25.0		85.0
load=85.6													
146316	41.3		5.2		8.0		214.3		400		25.0		85.6
load=86.6													
146824	41.5		5.2		8.0		215.4		400		25.0		86.6
load=87.4													
147332	41.3		5.2		8.0		214.3		400		25.0		87.4
load=87.9													
147840	41.5		5.2		8.0		215.1		400		25.0		87.9
load=88.6													
148348	41.3		5.2		8.0		214.3		400		25.0		88.6
load=88.6													
148856	41.5		5.2		8.0		214.5		400		25.0		88.6
load=89.0													
149364	41.5		5.2		8.0		214.8		400		25.0		89.0
load=89.5													
149872	41.0		5.2		7.9		212.8		400		25.0		89.5
load=90.2													
150380	41.6		5.2		8.0		215.8		400		25.0		90.2
load=90.8													
150888	41.2		5.2		7.9		213.6		400		25.0		90.8
load=91.9													
151396	41.3		5.2		8.0		214.0		400		25.0		91.9
load=92.6													
151904	41.5		5.2		8.0		215.1		400		25.0		92.6
load=93.6													
152412	41.3		5.2		8.0		214.0		400		25.0		93.6
load=94.5													
152920	41.3		5.2		8.0		214.0		400		25.0		94.5
load=95.0													
153428	41.6		5.2		8.0		215.8		400		25.0		95.0
load=95.0													
153936	41.5		5.2		8.0		215.1		400		25.0		95.0
load=95.0													
154444	41.3		5.2		8.0		214.6		400		25.0		95.0
load=95.0													
154952	41.5		5.2		8.0		215.1		400		25.0		95.0
load=95.0													
155460	41.3		5.2		8.0		214.3		400		25.0		95.0
load=95.0													
155968	41.5		5.2		8.0		215.1		400		25.0		95.0
load=95.0													
156476	41.5		5.2		8.0		215.4		400		25.0		95.0
load=95.0													
156984	41.5		5.2		8.0		215.4		400		25.0		95.0
load=95.0													
157492	41.3		5.2		8.0		214.0		400		25.0		95.0
load=95.0													
158000	41.3		5.2		8.0		214.3		400		25.0		95.0
load=95.0													
158508	41.6		5.2		8.0		215.5		400		25.0		95.0
load=95.0													
159016	41.5		5.2		8.0		215.1		400		25.0		95.0
load=95.0													
159524	41.6		5.2		8.0		216.1		400		25.0		95.0
load=95.0													
160032	41.5		5.2		8.0		215.1		400		25.0		95.0
load=95.0													
160540	41.5		5.2		8.0		215.1		400		25.0		95.0
load=95.0													
161048	41.6		5.2		8.0		216.1		400		25.0		95.0
load=95.0													
161556	41.3		5.2		8.0		214.3		400		25.0		95.0
load=95.0													
162064	41.5		5.2		8.0		215.1		400		25.0		95.0
load=95.0													
162572	41.6		5.2		8.0		215.8		400		25.0		95.0
load=95.0													
163080	41.8		5.2		8.0		216.9		400		25.0		95.0
load=95.0													
163588	41.5		5.2		8.0		214.8		400		25.0		95.0
load=94.7													
164096	41.5		5.2		8.0		215.7		400		25.0		94.7
load=95.0													
164604	41.5		5.2		8.0		215.1		400		25.0		95.0
load=95.0													
165112	41.5		5.2		8.0		214.8		400		25.0		95.0
load=95.0													
165620	41.5		5.2		8.0		215.4		400		25.0		95.0
load=95.0													
166128	41.6		5.2		8.0		215.5		400		25.0		95.0
load=95.0													
166636	41.5		5.2		8.0		215.4		400		25.0		95.0
load=95.0													
167144	41.5		5.2		8.0		215.1		400		25.0		95.0
load=95.0													
167652	41.5		5.2		8.0		214.5		400		25.0		95.0
load=95.0													
168160	41.5		5.2		8.0		215.4		400		25.0		95.0
load=95.0													
168668	41.6		5.2		8.0		215.5		400		25.0		95.0
load=95.0													
169176	41.5		5.2		8.0		215.1		400		25.0		95.0
load=95.0													
169684	41.3		5.2		8.0		214.3		400		25.0		95.0
load=95.0													
170192	41.5		5.2		8.0		215.4		400		25.0		95.0
load=95.0													
170700	41.6		5.2		8.0		216.4		400		25.0		95.0
load=95.0													
171208	41.6		5.2		8.0		217.1		401		25.0		95.0
load=95.0													
171716	41.6		5.3		7.8		222.5		411		25.0		95.0
load=95.0													
172224	41.6		5.5		7.5		229.9		425		25.0		95.0
load=95.0													
172732	41.6		5.7		7.3		237.8		440		25.0		95.0
load=92.0													
173240	41.5		5.9		7.0		244.5		454		25.0		92.0
load=95.0													
173748	41.8		6.1		6.9		254.2		469		25.0		95.0
load=92.0													
174256	41.6		6.3		6.6		262.2		485		25.0		92.0
load=95.0													
174764	41.8		6.5		6.4		270.4		499		25.0		95.0
load=92.0													
175272	41.3		6.7		6.2		275.5		514		25.0		92.0
load=89.0													
175780	41.5		6.8		6.1		283.7		528		25.0		89.0
load=92.0													
176288	41.6		7.0		5.9		293.3		543		25.0		92.0
load=89.0													
176796	41.5		7.2		5.7		299.8		557		25.0		89.0
load=92.0													
177304	41.6		7.4		5.6		308.8		573		25.0		92.0
load=89.0													
177812	41.5		7.6		5.4		315.6		587		25.0		89.0
load=86.0													
178320	41.5		7.8		5.3		324.1		602		25.0		86.0
load=83.0													
178828	41.5		8.0		5.2		331.7		617		25.0		83.0
load=86.0													
179336	41.6		8.2		5.1		340.8		631		25.0		86.0
load=89.0													
179844	41.6		8.4		5.0		348.7		646		25.0		89.0
load=92.0													
180352	41.6		8.6		4.9		356.4		660		25.0		92.0
load=89.0													
180860	41.5		8.8		4.7		363.6		676		25.0		89.0
load=86.0													
181368	41.3		9.0		4.6		370.2		690		25.0		86.0
load=83.0													
181876	41.5		9.1		4.5		379.1		705		25.0		83.0
load=86.0													
182384	41.8		9.3		4.5		390.0		720		25.0		86.0
load=89.0													
182892	41.8		9.5		4.4		397.7		734		25.0		89.0
load=86.0													
183400	41.5		9.7		4.3		403.1		749		25.0		86.0
load=89.0													
183908	41.8		9.9		4.2		413.6		764		25.0		89.0
load=86.0													
184416	41.6		10.1		4.1		420.4		779		25.0		86.0
load=83.0													
184924	41.5		10.3		4.0		426.5		793		25.0		83.0
load=80.0													
185432	41.5		10.3		4.0		428.6		797		25.0		80.0
load=77.0													
185940	41.3		10.4		4.0		428.6		799		25.0		77.0
load=74.0													
186448	41.5		10.4		4.0		430.1		800		25.0		74.0
load=71.0													
186956	41.5		10.4		4.0		430.4		800		25.0		71.0
load=74.0													
187464	41.8		10.4		4.0		433.5		800		25.0		74.0
load=77.0													
187972	41.8		10.4		4.0		433.2		800		25.0		77.0
load=80.0													
188480	41.8		10.4		4.0		433.5		800		25.0		80.0
load=80.0													
188988	41.5		10.4		4.0		430.1		800		25.0		80.0
load=83.0													
189496	41.6		10.4		4.0		432.3		800		25.0		83.0
load=84.0													
190004	41.5		10.4		4.0		429.8		800		25.0		84.0
load=86.2													
190512	41.6		10.4		4.0		431.7		800		25.0		86.2
load=87.1													
191020	41.3		10.4		4.0		428.9		800		25.0		87.1
load=88.4													
191528	41.8		10.4		4.0		433.2		800		25.0		88.4
load=89.6													
192036	41.5		10.4		4.0		430.1		800		25.0		89.6
load=91.5													
192544	41.6		10.4		4.0		432.0		800		25.0		91.5
load=93.2													
193052	41.6		10.4		4.0		432.0		800		25.0		93.2
load=94.6													
193560	41.8		10.4		4.0		433.5		800		25.0		94.6
load=95.0													
194068	41.6		10.4		4.0		431.4		800		25.0		95.0
load=95.0													
194576	41.5		10.4		4.0		430.8		800		25.0		95.0
load=95.0													
195084	41.8		10.4		4.0		433.8		800		25.0		95.0
load=95.0													
195592	41.6		10.4		4.0		432.0		800		25.0		95.0
load=95.0													
196100	41.6		10.4		4.0		431.7		800		25.0		95.0
load=95.0													
196608	41.3		10.4		4.0		428.9		800		25.0		95.0
