tiempo[ms]V_Panel[V]	I_Panel[A]	R_Carga[Ohms]	P_Panel[W]	G[W/m2]	T[°C]	Load[%]
538	42.9		9.9		4.3		424.9		800		25.0		52.0
2037	43.4		9.9		4.4		429.9		800		25.0		52.5
2545	43.2		9.9		4.4		429.4		800		25.0		52.0
3053	42.9		9.9		4.3		425.5		800		25.0		52.5
3561	43.1		9.9		4.3		427.3		800		25.0		53.0
4069	42.6		9.9		4.3		422.3		800		25.0		52.5
4577	42.5		9.9		4.3		421.2		800		25.0		53.0
5085	43.4		9.9		4.4		430.2		800		25.0		53.5
5593	43.5		9.9		4.4		431.0		800		25.0		54.0
6101	42.8		9.9		4.3		424.7		800		25.0		53.5
6609	43.4		9.9		4.4		429.9		800		25.0		53.0
7117	43.2		9.9		4.4		429.1		800		25.0		53.5
7625	43.4		9.9		4.4		430.5		800		25.0		54.0
8133	43.2		9.9		4.4		428.1		800		25.0		53.5
8641	42.9		9.9		4.3		425.2		800		25.0		54.0
9149	43.2		9.9		4.3		429.7		800		25.0		54.5
9657	43.4		9.9		4.4		430.2		800		25.0		55.0
10165	43.7		9.9		4.4		433.1		800		25.0		55.5
10673	42.9		9.9		4.3		425.5		800		25.0		55.0
11181	43.4		9.9		4.4		430.5		800		25.0		54.5
11689	42.3		9.9		4.3		419.7		800		25.0		55.0
12197	42.8		9.9		4.3		425.0		800		25.0		55.5
12705	43.5		9.9		4.4		432.3		800		25.0		56.0
13213	42.9		9.9		4.3		426.2		800		25.0		55.5
13721	44.8		9.9		4.5		444.7		800		25.0		55.0
14229	43.4		9.9		4.4		429.6		800		25.0		55.5
14737	43.5		9.9		4.4		431.3		800		25.0		56.0
15245	43.1		9.9		4.3		427.3		800		25.0		55.5
15753	43.1		9.9		4.3		427.5		800		25.0		55.0
16261	43.7		9.9		4.4		433.1		800		25.0		54.5
16769	44.1		9.9		4.4		437.8		800		25.0		54.0
17277	43.5		9.9		4.4		430.7		800		25.0		54.5
17785	42.9		9.9		4.3		426.8		800		25.0		54.0
18293	43.1		10.0		4.3		428.9		800		25.0		53.5
18801	42.8		9.9		4.3		423.8		800		25.0		54.0
19309	42.6		9.9		4.3		423.6		800		25.0		53.5
19817	42.8		9.9		4.3		424.4		800		25.0		53.0
20325	42.8		9.9		4.3		423.8		800		25.0		53.5
20833	42.5		9.9		4.3		420.9		800		25.0		53.0
21341	42.6		9.9		4.3		422.9		800		25.0		52.5
21849	43.2		9.9		4.4		428.1		800		25.0		52.0
22357	42.5		9.9		4.3		421.5		800		25.0		52.5
22865	44.0		9.9		4.4		434.7		800		25.0		53.0
23373	44.1		9.9		4.4		437.5		800		25.0		53.5
23881	43.2		9.9		4.4		428.8		800		25.0		53.0
24389	42.9		9.9		4.3		425.5		800		25.0		53.5
24897	43.5		9.9		4.4		430.7		800		25.0		54.0
25405	44.1		9.9		4.4		438.4		800		25.0		54.5
25913	43.1		9.9		4.3		427.3		800		25.0		54.0
26421	43.1		9.9		4.3		427.0		800		25.0		54.5
26929	43.4		9.9		4.4		429.6		800		25.0		55.0
27437	41.5		9.9		4.2		411.0		800		25.0		54.5
27945	42.5		9.9		4.3		422.1		800		25.0		54.0
28453	43.7		9.9		4.4		433.0		800		25.0		53.5
28961	43.4		9.9		4.4		430.5		800		25.0		54.0
29469	43.1		9.9		4.3		427.6		800		25.0		53.5
29977	42.9		9.9		4.3		424.3		800		25.0		54.0
30485	42.5		9.9		4.3		420.6		800		25.0		53.5
30993	42.8		9.9		4.3		424.7		800		25.0		53.0
31501	41.9		9.9		4.2		415.7		800		25.0		53.5
32009	42.8		9.9		4.3		424.1		800		25.0		54.0
32517	42.6		9.9		4.3		422.9		800		25.0		53.5
33025	42.6		9.9		4.3		422.9		800		25.0		53.0
33533	42.9		9.9		4.3		425.5		800		25.0		52.5
34041	43.1		9.9		4.3		427.0		800		25.0		52.0
34549	42.5		9.9		4.3		421.5		800		25.0		52.5
35057	43.2		9.9		4.4		428.8		800		25.0		53.0
35565	42.5		9.9		4.3		420.9		800		25.0		52.5
36073	42.9		9.9		4.3		426.2		800		25.0		52.0
36581	42.1		9.9		4.2		417.1		800		25.0		52.5
37089	42.6		9.9		4.3		423.6		800		25.0		53.0
37597	43.4		9.9		4.4		429.3		800		25.0		53.5
38105	42.9		9.9		4.3		425.8		800		25.0		53.0
38613	42.2		9.9		4.3		417.3		800		25.0		53.5
39121	43.4		9.9		4.4		430.8		800		25.0		54.0
39629	43.4		9.9		4.4		429.6		800		25.0		53.5
40137	43.7		9.9		4.4		433.1		800		25.0		53.0
40645	41.9		9.9		4.2		416.3		800		25.0		53.5
41153	42.5		9.9		4.3		420.6		800		25.0		54.0
