tiempo[ms]V_Panel[V]	I_Panel[A]	R_Carga[Ohms]	P_Panel[W]	G[W/m2]	T[°C]	Load[%]							
57411	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
57919	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
58427	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
58935	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
59443	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
59951	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
60459	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
60967	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
61475	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
61983	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
62491	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
62999	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
63507	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
64015	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
64523	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
65031	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
65539	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
66047	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
66555	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
67063	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
67571	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
68079	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
68587	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
69095	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
69603	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
70111	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
70619	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
71127	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
71635	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
72143	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
72651	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
73159	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
73667	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
74175	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
74683	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
75191	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
75699	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
76207	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
76715	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
77223	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
77731	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
78239	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
78747	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
79255	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
79763	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
80271	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
80779	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
81287	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
81795	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
82303	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
82811	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
83319	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
83827	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
84335	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
84843	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
85351	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
85859	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
86367	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
86875	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
87383	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
87891	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
88399	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
88907	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
89415	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
89923	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
90431	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
90939	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
91447	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
91955	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
92463	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
92971	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
93479	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
93987	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
94495	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
95003	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
95511	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
96019	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
96527	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
97035	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
97543	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
98051	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
98559	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
99067	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
99575	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
100083	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
100591	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
101099	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
101607	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
102115	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
102623	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
103131	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
103639	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
104147	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
104655	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
105163	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
105671	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
106179	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
106687	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
107195	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
107703	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
108211	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
108719	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
109227	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
109735	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
110243	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
110751	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
111259	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
111767	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
112275	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
112783	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
113291	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
113799	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
114307	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
114815	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
115323	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
115831	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
116339	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
116847	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
117355	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
117863	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
118371	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
118879	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
119387	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
119895	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
120403	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
120911	41.3		10.4		4.0		428.0		799		25.0		95.0
load=92.0													
121419	41.3		10.2		4.0		423.2		790		25.0		92.0
load=89.0													
121927	41.3		10.0		4.1		415.0		775		25.0		89.0
load=86.0													
122435	41.3		9.9		4.2		407.4		761		25.0		86.0
load=83.0													
122943	41.3		9.7		4.3		399.6		746		25.0		83.0
load=80.0													
123451	41.3		9.5		4.4		392.0		732		25.0		80.0
load=77.0													
123959	41.3		9.3		4.5		383.5		716		25.0		77.0
load=74.0													
124467	41.3		9.1		4.5		375.3		701		25.0		74.0
load=71.0													
124975	41.3		8.9		4.6		367.8		687		25.0		71.0
load=68.0													
125483	41.3		8.7		4.7		359.9		672		25.0		68.0
load=65.0													
125991	41.3		8.5		4.8		352.3		658		25.0		65.0
load=62.0													
126499	41.3		8.3		5.0		344.5		643		25.0		62.0
load=59.0													
127007	41.3		8.1		5.1		336.3		628		25.0		59.0
load=56.0													
127515	41.3		7.9		5.2		328.1		613		25.0		56.0
load=53.0													
128023	41.3		7.8		5.3		320.9		599		25.0		53.0
load=50.0													
128531	41.3		7.6		5.5		312.7		584		25.0		50.0
load=47.0													
129039	41.3		7.4		5.6		305.1		570		25.0		47.0
load=44.0													
129547	41.3		7.2		5.7		297.9		556		25.0		44.0
load=41.0													
130055	41.3		7.0		5.9		288.8		539		25.0		41.0
load=38.0													
130563	41.3		6.8		6.1		281.2		525		25.0		38.0
load=35.0													
131071	41.3		6.6		6.2		273.6		511		25.0		35.0
load=32.0													
131579	41.3		6.4		6.4		265.5		496		25.0		32.0
load=29.0													
132087	41.3		6.2		6.6		258.2		482		25.0		29.0
load=26.0													
132595	41.3		6.1		6.8		251.5		470		25.0		26.0
load=23.0													
133103	41.3		6.1		6.8		251.2		469		25.0		23.0
load=20.0													
133611	41.3		6.0		6.8		249.4		466		25.0		20.0
load=17.0													
134119	41.3		5.9		7.1		242.2		452		25.0		17.0
load=14.0													
134627	41.3		5.7		7.3		234.0		437		25.0		14.0
load=11.0													
135135	41.3		5.5		7.5		226.4		423		25.0		11.0
load=8.0													
135643	41.3		5.4		7.7		221.3		413		25.0		8.0
load=5.0													
136151	41.3		5.3		7.7		220.7		412		25.0		5.0
load=5.0													
136659	41.3		5.2		7.9		215.2		402		25.0		5.0
load=5.0													
137167	41.3		5.2		8.0		214.6		401		25.0		5.0
load=5.0													
137675	41.3		5.2		8.0		214.3		400		25.0		5.0
load=5.0													
138183	41.3		5.2		8.0		214.3		400		25.0		5.0
load=5.0													
138691	41.3		5.2		8.0		214.3		400		25.0		5.0
load=5.0													
139199	41.3		5.2		8.0		214.3		400		25.0		5.0
load=5.0													
139707	41.3		5.2		8.0		214.3		400		25.0		5.0
load=5.0													
140215	41.3		5.2		8.0		214.3		400		25.0		5.0
load=5.0													
140723	41.3		5.2		8.0		214.3		400		25.0		5.0
load=5.0													
141231	41.3		5.2		8.0		214.3		400		25.0		5.0
load=5.0													
141739	41.3		5.2		8.0		214.3		400		25.0		5.0
load=5.0													
142247	41.3		5.2		8.0		214.3		400		25.0		5.0
load=5.0													
142755	41.3		5.2		8.0		214.3		400		25.0		5.0
load=5.3													
143263	41.3		5.2		8.0		214.3		400		25.0		5.3
load=5.7													
143771	41.3		5.2		8.0		214.3		400		25.0		5.7
load=6.2													
144279	41.3		5.2		8.0		214.3		400		25.0		6.2
load=6.7													
144787	41.3		5.2		8.0		214.3		400		25.0		6.7
load=7.3													
145295	41.3		5.2		8.0		214.3		400		25.0		7.3
load=7.9													
145803	41.3		5.2		8.0		214.3		400		25.0		7.9
load=8.5													
146311	41.3		5.2		8.0		214.3		400		25.0		8.5
load=9.1													
146819	41.3		5.2		8.0		214.3		400		25.0		9.1
load=9.7													
147327	41.3		5.2		8.0		214.3		400		25.0		9.7
load=10.3													
147835	41.3		5.2		8.0		214.3		400		25.0		10.3
load=10.9													
148343	41.3		5.2		8.0		214.3		400		25.0		10.9
load=11.5													
148851	41.3		5.2		8.0		214.3		400		25.0		11.5
load=12.2													
149359	41.3		5.2		8.0		214.3		400		25.0		12.2
load=12.8													
149867	41.3		5.2		8.0		214.3		400		25.0		12.8
load=13.4													
150375	41.3		5.2		8.0		214.3		400		25.0		13.4
load=14.0													
150883	41.3		5.2		8.0		214.3		400		25.0		14.0
load=14.7													
151391	41.3		5.2		8.0		214.3		400		25.0		14.7
load=15.3													
151899	41.3		5.2		8.0		214.3		400		25.0		15.3
load=15.9													
152407	41.3		5.2		8.0		214.3		400		25.0		15.9
load=16.5													
152915	41.3		5.2		8.0		214.3		400		25.0		16.5
load=17.2													
153423	41.3		5.2		8.0		214.3		400		25.0		17.2
load=17.8													
153931	41.3		5.2		8.0		214.3		400		25.0		17.8
load=18.4													
154439	41.3		5.2		8.0		214.3		400		25.0		18.4
load=19.0													
154947	41.3		5.2		8.0		214.3		400		25.0		19.0
load=19.7													
155455	41.3		5.2		8.0		214.3		400		25.0		19.7
load=20.3													
155963	41.3		5.2		8.0		214.3		400		25.0		20.3
load=20.9													
156471	41.3		5.2		8.0		214.3		400		25.0		20.9
load=21.6													
156979	41.3		5.2		8.0		214.3		400		25.0		21.6
load=22.2													
157487	41.3		5.2		8.0		214.3		400		25.0		22.2
load=22.8													
157995	41.3		5.2		8.0		214.3		400		25.0		22.8
load=23.4													
158503	41.3		5.2		8.0		214.3		400		25.0		23.4
load=24.1													
159011	41.3		5.2		8.0		214.3		400		25.0		24.1
load=24.7													
159519	41.3		5.2		8.0		214.3		400		25.0		24.7
load=25.3													
160027	41.3		5.2		8.0		214.3		400		25.0		25.3
load=26.0													
160535	41.3		5.2		8.0		214.3		400		25.0		26.0
load=26.6													
161043	41.3		5.2		8.0		214.3		400		25.0		26.6
load=27.2													
161551	41.3		5.2		8.0		214.3		400		25.0		27.2
load=27.8													
162059	41.3		5.2		8.0		214.3		400		25.0		27.8
load=28.5													
162567	41.3		5.2		8.0		214.3		400		25.0		28.5
load=29.1													
163075	41.3		5.2		8.0		214.3		400		25.0		29.1
load=29.7													
163583	41.3		5.2		8.0		214.3		400		25.0		29.7
load=30.3													
164091	41.3		5.2		8.0		214.3		400		25.0		30.3
load=31.0													
164599	41.3		5.2		8.0		214.3		400		25.0		31.0
load=31.6													
165107	41.3		5.2		8.0		214.3		400		25.0		31.6
load=32.2													
165615	41.3		5.2		8.0		214.3		400		25.0		32.2
load=32.9													
166123	41.3		5.2		8.0		214.3		400		25.0		32.9
load=33.5													
166631	41.3		5.2		8.0		214.3		400		25.0		33.5
load=34.1													
167139	41.3		5.2		8.0		214.3		400		25.0		34.1
load=34.7													
167647	41.3		5.2		8.0		214.3		400		25.0		34.7
load=35.4													
168155	41.3		5.2		8.0		214.3		400		25.0		35.4
load=36.0													
168663	41.3		5.2		8.0		214.3		400		25.0		36.0
load=36.6													
169171	41.3		5.2		8.0		214.3		400		25.0		36.6
load=37.3													
169679	41.3		5.2		8.0		214.3		400		25.0		37.3
load=37.9													
170187	41.3		5.2		8.0		214.3		400		25.0		37.9
load=39.1													
170695	41.3		5.2		8.0		214.6		401		25.0		39.1
load=40.4													
171203	41.3		5.2		7.9		214.8		402		25.0		40.4
load=43.4													
171711	41.3		5.4		7.6		223.4		417		25.0		43.4
load=46.4													
172219	41.3		5.6		7.4		230.7		431		25.0		46.4
load=49.4													
172727	41.3		5.8		7.1		238.8		446		25.0		49.4
load=52.4													
173235	41.3		6.0		6.9		246.4		460		25.0		52.4
load=55.4													
173743	41.3		6.1		6.7		254.0		474		25.0		55.4
load=58.4													
174251	41.3		6.3		6.5		261.8		489		25.0		58.4
load=61.4													
174759	41.3		6.5		6.3		270.3		505		25.0		61.4
load=64.4													
175267	41.3		6.7		6.1		278.5		520		25.0		64.4
load=67.4													
175775	41.3		6.9		6.0		286.1		534		25.0		67.4
load=70.4													
176283	41.3		7.1		5.8		293.9		549		25.0		70.4
load=73.4													
176791	41.3		7.3		5.7		301.5		563		25.0		73.4
load=76.4													
177299	41.3		7.5		5.5		309.1		577		25.0		76.4
load=79.4													
177807	41.3		7.7		5.4		317.5		593		25.0		79.4
load=82.4													
178315	41.3		7.9		5.2		325.7		608		25.0		82.4
load=85.4													
178823	41.3		8.1		5.1		333.0		622		25.0		85.4
load=88.4													
179331	41.3		8.3		5.0		341.1		637		25.0		88.4
load=91.4													
179839	41.3		8.4		4.9		349.0		652		25.0		91.4
load=94.4													
180347	41.3		8.6		4.8		356.6		666		25.0		94.4
load=95.0													
180855	41.3		8.8		4.7		365.4		682		25.0		95.0
load=95.0													
181363	41.3		9.0		4.6		372.6		696		25.0		95.0
load=95.0													
181871	41.3		9.2		4.5		380.8		711		25.0		95.0
load=95.0													
182379	41.3		9.4		4.4		388.4		725		25.0		95.0
load=95.0													
182887	41.3		9.6		4.3		396.2		740		25.0		95.0
load=95.0													
183395	41.3		9.8		4.2		403.8		754		25.0		95.0
load=95.0													
183903	41.3		10.0		4.1		411.9		770		25.0		95.0
load=95.0													
184411	41.3		10.2		4.1		420.5		785		25.0		95.0
load=95.0													
184919	41.3		10.4		4.0		428.0		799		25.0		95.0
load=95.0													
185427	41.3		10.4		4.0		430.1		803		25.0		95.0
load=95.0													
185935	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
186443	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
186951	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
187459	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
187967	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
188475	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
188983	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
189491	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
189999	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
190507	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
191015	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
191523	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
192031	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
192539	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
193047	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
193555	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
194063	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
194571	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
195079	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
195587	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
196095	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
196603	41.3		10.4		4.0		428.3		800		25.0		95.0
