tiempo[ms]V_Panel[V]	I_Panel[A]	R_Carga[Ohms]	P_Panel[W]	G[W/m2]	T[°C]	Load[%]							
57410	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
57918	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
58426	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
58934	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
59442	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
59950	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
60458	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
60966	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
61474	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
61982	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
62490	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
62998	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
63506	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
64014	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
64522	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
65030	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
65538	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
66046	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
66554	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
67062	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
67570	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
68078	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
68586	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
69094	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
69602	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
70110	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
70618	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
71126	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
71634	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
72142	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
72650	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
73158	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
73666	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
74174	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
74682	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
75190	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
75698	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
76206	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
76714	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
77222	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
77730	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
78238	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
78746	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
79254	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
79762	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
80270	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
80778	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
81286	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
81794	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
82302	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
82810	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
83318	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
83826	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
84334	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
84842	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
85350	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
85858	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
86366	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
86874	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
87382	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
87890	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
88398	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
88906	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
89414	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
89922	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
90430	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
90938	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
91446	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
91954	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
92462	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
92970	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
93478	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
93986	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
94494	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
95002	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
95510	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
96018	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
96526	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
97034	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
97542	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
98050	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
98558	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
99066	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
99574	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
100082	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
100590	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
101098	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
101606	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
102114	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
102622	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
103130	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
103638	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
104146	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
104654	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
105162	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
105670	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
106178	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
106686	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
107194	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
107702	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
108210	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
108718	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
109226	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
109734	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
110242	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
110750	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
111258	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
111766	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
112274	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
112782	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
113290	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
113798	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
114306	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
114814	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
115322	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
115830	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
116338	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
116846	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
117354	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
117862	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
118370	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
118878	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
119386	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
119894	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
120402	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
120910	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
121418	41.3		10.4		4.0		428.0		799		25.0		95.0
load=92.0													
121926	41.3		10.3		4.0		424.7		793		25.0		92.0
load=89.0													
122434	41.3		10.1		4.1		416.5		778		25.0		89.0
load=86.0													
122942	41.3		9.9		4.2		409.3		764		25.0		86.0
load=83.0													
123450	41.3		9.7		4.3		401.1		749		25.0		83.0
load=80.0													
123958	41.3		9.5		4.3		393.2		734		25.0		80.0
load=77.0													
124466	41.3		9.3		4.4		385.0		719		25.0		77.0
load=74.0													
124974	41.3		9.1		4.5		376.9		704		25.0		74.0
load=71.0													
125482	41.3		8.9		4.6		369.6		690		25.0		71.0
load=68.0													
125990	41.3		8.7		4.7		361.4		675		25.0		68.0
load=65.0													
126498	41.3		8.6		4.8		353.9		661		25.0		65.0
load=62.0													
127006	41.3		8.4		4.9		345.4		645		25.0		62.0
load=59.0													
127514	41.3		8.2		5.1		337.5		630		25.0		59.0
load=56.0													
128022	41.3		8.0		5.2		329.9		616		25.0		56.0
load=53.0													
128530	41.3		7.8		5.3		322.4		602		25.0		53.0
load=50.0													
129038	41.3		7.6		5.4		314.2		587		25.0		50.0
load=47.0													
129546	41.3		7.4		5.6		306.3		572		25.0		47.0
load=44.0													
130054	41.3		7.2		5.7		297.9		556		25.0		44.0
load=41.0													
130562	41.3		7.0		5.9		290.3		542		25.0		41.0
load=38.0													
131070	41.3		6.8		6.0		282.7		528		25.0		38.0
load=35.0													
131578	41.3		6.7		6.2		274.9		513		25.0		35.0
load=32.0													
132086	41.3		6.5		6.4		267.3		499		25.0		32.0
load=29.0													
132594	41.3		6.3		6.6		259.1		484		25.0		29.0
load=26.0													
133102	41.3		6.1		6.8		251.5		470		25.0		26.0
load=23.0													
133610	41.3		5.9		7.0		243.1		454		25.0		23.0
load=20.0													
134118	41.3		5.7		7.3		235.2		439		25.0		20.0
load=17.0													
134626	41.3		5.5		7.5		227.6		425		25.0		17.0
load=14.0													
135134	41.3		5.3		7.8		219.5		410		25.0		14.0
load=11.0													
135642	41.3		5.1		8.0		212.2		396		25.0		11.0
load=8.0													
136150	41.3		5.0		8.3		206.1		385		25.0		8.0
load=5.0													
136658	41.3		5.0		8.3		205.5		384		25.0		5.0
load=5.0													
137166	41.3		4.9		8.4		202.8		379		25.0		5.0
load=5.0													
137674	41.3		4.8		8.7		197.1		368		25.0		5.0
load=5.0													
138182	41.3		4.8		8.7		196.5		367		25.0		5.0
load=5.0													
138690	41.3		4.7		8.9		192.8		360		25.0		5.0
load=5.0													
139198	41.3		4.5		9.2		185.3		346		25.0		5.0
load=5.0													
139706	41.3		4.3		9.7		176.2		329		25.0		5.0
load=5.0													
140214	41.3		4.2		9.9		172.8		323		25.0		5.0
load=5.0													
140722	41.3		4.2		9.9		172.8		323		25.0		5.0
load=5.0													
141230	41.3		4.4		9.5		179.8		336		25.0		5.0
load=8.0													
141738	41.3		4.5		9.1		188.0		351		25.0		8.0
load=11.0													
142246	41.3		4.7		8.7		195.5		365		25.0		11.0
load=14.0													
142754	41.3		4.8		8.6		198.3		370		25.0		14.0
load=17.0													
143262	41.3		4.8		8.6		199.2		372		25.0		17.0
load=20.0													
143770	41.3		4.8		8.5		199.8		373		25.0		20.0
load=23.0													
144278	41.3		4.9		8.4		202.8		379		25.0		23.0
load=26.0													
144786	41.3		4.9		8.4		204.0		381		25.0		26.0
load=29.0													
145294	41.3		5.0		8.3		205.2		383		25.0		29.0
load=32.0													
145802	41.3		5.0		8.3		205.5		384		25.0		32.0
load=35.0													
146310	41.3		5.1		8.1		211.6		395		25.0		35.0
load=38.0													
146818	41.3		5.1		8.0		212.5		397		25.0		38.0
load=41.0													
147326	41.3		5.2		8.0		213.7		399		25.0		41.0
load=44.0													
147834	41.3		5.2		8.0		214.3		400		25.0		44.0
load=47.0													
148342	41.3		5.2		8.0		214.3		400		25.0		47.0
load=50.0													
148850	41.3		5.2		8.0		214.3		400		25.0		50.0
load=53.0													
149358	41.3		5.2		8.0		214.3		400		25.0		53.0
load=55.8													
149866	41.3		5.2		8.0		214.3		400		25.0		55.8
load=58.0													
150374	41.3		5.2		8.0		214.3		400		25.0		58.0
load=59.7													
150882	41.3		5.2		8.0		214.3		400		25.0		59.7
load=61.1													
151390	41.3		5.2		8.0		214.3		400		25.0		61.1
load=62.2													
151898	41.3		5.2		8.0		214.3		400		25.0		62.2
load=63.2													
152406	41.3		5.2		8.0		214.3		400		25.0		63.2
load=64.1													
152914	41.3		5.2		8.0		214.3		400		25.0		64.1
load=64.9													
153422	41.3		5.2		8.0		214.3		400		25.0		64.9
load=65.7													
153930	41.3		5.2		8.0		214.3		400		25.0		65.7
load=66.4													
154438	41.3		5.2		8.0		214.3		400		25.0		66.4
load=67.1													
154946	41.3		5.2		8.0		214.3		400		25.0		67.1
load=67.7													
155454	41.3		5.2		8.0		214.3		400		25.0		67.7
load=68.4													
155962	41.3		5.2		8.0		214.3		400		25.0		68.4
load=69.1													
156470	41.3		5.2		8.0		214.3		400		25.0		69.1
load=69.7													
156978	41.3		5.2		8.0		214.3		400		25.0		69.7
load=70.3													
157486	41.3		5.2		8.0		214.3		400		25.0		70.3
load=71.0													
157994	41.3		5.2		8.0		214.3		400		25.0		71.0
load=71.6													
158502	41.3		5.2		8.0		214.3		400		25.0		71.6
load=72.2													
159010	41.3		5.2		8.0		214.3		400		25.0		72.2
load=72.9													
159518	41.3		5.2		8.0		214.3		400		25.0		72.9
load=73.5													
160026	41.3		5.2		8.0		214.3		400		25.0		73.5
load=74.1													
160534	41.3		5.2		8.0		214.3		400		25.0		74.1
load=74.8													
161042	41.3		5.2		8.0		214.3		400		25.0		74.8
load=75.4													
161550	41.3		5.2		8.0		214.3		400		25.0		75.4
load=76.0													
162058	41.3		5.2		8.0		214.3		400		25.0		76.0
load=76.6													
162566	41.3		5.2		8.0		214.3		400		25.0		76.6
load=77.3													
163074	41.3		5.2		8.0		214.3		400		25.0		77.3
load=77.9													
163582	41.3		5.2		8.0		214.3		400		25.0		77.9
load=78.5													
164090	41.3		5.2		8.0		214.3		400		25.0		78.5
load=79.1													
164598	41.3		5.2		8.0		214.3		400		25.0		79.1
load=79.8													
165106	41.3		5.2		8.0		214.3		400		25.0		79.8
load=80.4													
165614	41.3		5.2		8.0		214.3		400		25.0		80.4
load=81.0													
166122	41.3		5.2		8.0		214.3		400		25.0		81.0
load=81.7													
166630	41.3		5.2		8.0		214.3		400		25.0		81.7
load=82.3													
167138	41.3		5.2		8.0		214.3		400		25.0		82.3
load=82.9													
167646	41.3		5.2		8.0		214.3		400		25.0		82.9
load=83.5													
168154	41.3		5.2		8.0		214.3		400		25.0		83.5
load=84.2													
168662	41.3		5.2		8.0		214.3		400		25.0		84.2
load=84.8													
169170	41.3		5.2		8.0		214.3		400		25.0		84.8
load=85.4													
169678	41.3		5.2		8.0		214.3		400		25.0		85.4
load=86.1													
170186	41.3		5.2		8.0		214.3		400		25.0		86.1
load=86.7													
170694	41.3		5.2		8.0		214.3		400		25.0		86.7
load=87.3													
171202	41.3		5.2		8.0		214.3		400		25.0		87.3
load=88.5													
171710	41.3		5.2		8.0		214.6		401		25.0		88.5
load=91.5													
172218	41.3		5.2		7.9		216.7		405		25.0		91.5
load=94.5													
172726	41.3		5.4		7.6		224.9		420		25.0		94.5
load=95.0													
173234	41.3		5.6		7.3		232.5		434		25.0		95.0
load=95.0													
173742	41.3		5.8		7.1		240.3		449		25.0		95.0
load=95.0													
174250	41.3		6.0		6.9		247.3		462		25.0		95.0
load=95.0													
174758	41.3		6.2		6.7		256.4		479		25.0		95.0
load=95.0													
175266	41.3		6.4		6.5		264.6		494		25.0		95.0
load=95.0													
175774	41.3		6.6		6.3		272.1		508		25.0		95.0
load=95.0													
176282	41.3		6.8		6.1		279.4		522		25.0		95.0
load=95.0													
176790	41.3		6.9		5.9		287.0		536		25.0		95.0
load=95.0													
177298	41.3		7.1		5.8		295.1		551		25.0		95.0
load=95.0													
177806	41.3		7.3		5.6		303.6		567		25.0		95.0
load=95.0													
178314	41.3		7.5		5.5		311.2		581		25.0		95.0
load=95.0													
178822	41.3		7.7		5.4		319.0		596		25.0		95.0
load=95.0													
179330	41.3		7.9		5.2		327.2		611		25.0		95.0
load=95.0													
179838	41.3		8.1		5.1		334.8		625		25.0		95.0
load=95.0													
180346	41.3		8.3		5.0		342.1		639		25.0		95.0
load=95.0													
180854	41.3		8.5		4.9		351.3		656		25.0		95.0
load=95.0													
181362	41.3		8.7		4.8		358.7		670		25.0		95.0
load=95.0													
181870	41.3		8.9		4.7		366.9		685		25.0		95.0
load=95.0													
182378	41.3		9.1		4.6		374.4		699		25.0		95.0
load=95.0													
182886	41.3		9.2		4.5		381.7		713		25.0		95.0
load=95.0													
183394	41.3		9.4		4.4		389.3		727		25.0		95.0
load=95.0													
183902	41.3		9.6		4.3		397.4		743		25.0		95.0
load=95.0													
184410	41.3		9.8		4.2		405.9		758		25.0		95.0
load=95.0													
184918	41.3		10.0		4.1		414.1		773		25.0		95.0
load=95.0													
185426	41.3		10.2		4.1		421.4		787		25.0		95.0
load=95.0													
185934	41.3		10.4		4.0		428.9		801		25.0		95.0
load=95.0													
186442	41.3		10.4		4.0		431.0		805		25.0		95.0
load=95.0													
186950	41.3		10.4		4.0		429.5		802		25.0		95.0
load=95.0													
187458	41.3		10.4		4.0		428.9		801		25.0		95.0
load=95.0													
187966	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
188474	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
188982	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
189490	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
189998	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
190506	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
191014	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
191522	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
192030	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
192538	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
193046	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
193554	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
194062	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
194570	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
195078	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
195586	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
196094	41.3		10.4		4.0		428.3		800		25.0		95.0
load=95.0													
196602	41.3		10.4		4.0		428.3		800		25.0		95.0
